emissivity,albedo,thermal conductivity ,density ,specific heat capacity,beaming factor,layer thickness,n_layers,solar distance,solar luminosity ,sunlight direction,timesteps per day,rotation period hours,max days,convergence target,ra degrees,dec degrees
,,,538.68,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.69,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.7,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.71,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.72,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.73,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.74,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.75,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.76,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.77,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.78,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.79,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.8,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.81,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.82,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.83,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.84,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.85,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.86,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.87,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.88,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.89,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.9,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.91,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.92,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.93,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.94,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.95,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.96,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.97,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.98,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,538.99,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.01,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.02,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.03,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.04,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.05,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.06,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.07,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.08,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.09,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.1,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.11,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.12,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.13,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.14,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.15,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.16,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.17,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.18,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.19,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.2,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.21,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.22,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.23,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.24,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.25,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.26,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.27,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.28,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.29,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.3,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.31,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.32,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.33,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.34,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.35,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.36,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.37,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.38,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.39,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.4,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.41,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.42,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.43,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.44,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.45,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.46,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.47,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.48,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.49,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.5,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.51,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.52,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.53,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.54,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.55,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.56,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.57,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.58,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.59,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.6,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.61,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.62,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.63,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.64,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.65,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.66,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.67,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.68,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.69,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.7,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.71,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.72,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.73,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.74,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.75,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.76,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.77,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.78,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.79,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.8,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.81,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.82,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.83,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.84,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.85,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.86,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.87,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.88,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.89,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.9,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.91,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.92,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.93,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.94,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.95,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.96,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.97,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.98,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,539.99,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.01,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.02,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.03,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.04,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.05,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.06,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.07,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.08,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.09,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.1,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.11,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.12,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.13,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.14,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.15,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.16,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.17,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.18,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.19,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.2,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.21,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.22,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.23,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.24,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.25,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.26,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.27,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.28,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.29,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.3,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.31,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.32,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.33,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.34,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.35,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.36,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.37,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.38,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.39,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.4,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.41,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.42,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.43,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.44,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.45,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.46,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.47,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.48,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.49,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.5,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.51,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.52,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.53,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.54,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.55,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.56,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.57,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.58,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.59,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.6,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.61,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.62,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.63,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.64,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.65,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.66,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.67,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.68,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.69,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.7,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.71,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.72,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.73,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.74,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.75,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.76,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.77,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.78,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.79,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.8,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.81,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.82,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.83,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.84,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.85,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.86,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.87,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.88,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.89,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.9,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.91,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.92,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.93,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.94,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.95,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.96,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.97,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.98,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,540.99,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.01,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.02,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.03,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.04,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.05,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.06,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.07,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.08,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.09,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.1,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.11,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.12,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.13,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.14,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.15,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.16,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.17,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.18,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.19,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.2,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.21,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.22,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.23,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.24,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.25,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.26,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.27,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.28,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.29,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.3,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.31,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.32,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.33,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.34,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.35,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.36,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.37,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.38,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.39,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.4,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.41,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.42,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.43,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.44,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.45,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.46,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.47,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.48,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.49,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.5,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.51,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.52,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.53,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.54,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.55,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.56,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.57,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.58,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.59,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.6,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.61,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.62,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.63,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.64,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.65,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.66,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.67,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.68,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.69,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.7,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.71,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.72,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.73,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.74,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.75,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.76,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.77,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.78,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.79,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.8,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.81,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.82,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.83,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.84,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.85,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.86,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.87,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.88,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.89,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.9,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.91,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.92,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.93,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.94,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.95,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.96,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.97,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.98,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,541.99,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,542,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,542.01,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,542.02,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,542.03,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,542.04,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,542.05,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,542.06,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,542.07,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,542.08,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,542.09,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,542.1,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,542.11,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,542.12,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,542.13,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,542.14,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
